cod_disc,nome_disc,ementa,ppc_comp,abet_so,justificativa_abet
EPR0069,METODOLOGIA DE PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO,"Conceito de ciclo de vida de sistemas. O papel de projetos nas diferentes fases do ciclo de vida de sistemas. O projeto de engenharia. O escritório de projetos. Dimensões na gestão de projetos: escopo, tempo, custo, qualidade, recursos humanos, comunicação, riscos, aquisições e integração. Ferramentas computacionais na gestão de projetos.",PPC-EP-03,"SO5 - uma habilidade de atuar de forma eficaz em uma equipe cujos membros, em conjunto, fornecem liderança, criam um ambiente colaborativo, estabelecem metas, planejam tarefas e alcançam objetivos.","A disciplina METODOLOGIA DE PROJETO DE SISTEMAS DE PRODUÇÃO foi associada ao SO5 porque, conforme sua ementa, contribui para desenvolver a habilidade de atuar de forma efetiva em equipes, exercendo liderança, colaboração e organização para cumprir metas e planos."
EPR0069,METODOLOGIA DE PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO,"Conceito de ciclo de vida de sistemas. O papel de projetos nas diferentes fases do ciclo de vida de sistemas. O projeto de engenharia. O escritório de projetos. Dimensões na gestão de projetos: escopo, tempo, custo, qualidade, recursos humanos, comunicação, riscos, aquisições e integração. Ferramentas computacionais na gestão de projetos.",PPC-EP-07,"SO5 - uma habilidade de atuar de forma eficaz em uma equipe cujos membros, em conjunto, fornecem liderança, criam um ambiente colaborativo, estabelecem metas, planejam tarefas e alcançam objetivos.","A disciplina METODOLOGIA DE PROJETO DE SISTEMAS DE PRODUÇÃO foi associada ao SO5 porque, conforme sua ementa, contribui para desenvolver a habilidade de atuar de forma efetiva em equipes, exercendo liderança, colaboração e organização para cumprir metas e planos."
IFD0179,FISICA 3,"LEI DE COULOMB. O CAMPO ELETRICO - LEI DE GAUSS. POTENCIAL, CAPACITANCIA, PROPRIEDADE DOS DIELETRICOS. CORRENTE, RESISTENCIA E FEM. CIRCUITOS E INSTRUMENTOS DE CORRENTE CONTINUA. O CAMPO MAGNETICO. FORCAS MAGNETICAS SOBRE CONDUTORES DE CORRENTES. CAMPO MAGNETICO PRODUZIDO POR CORRENTES. FORCA ELETROMOTRIZ INDUZIDA. CORRENTES ALTERNADAS. EQUACOES DE MAXWELL.",,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina FISICA 3 foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
IFD0179,FISICA 3,"LEI DE COULOMB. O CAMPO ELETRICO - LEI DE GAUSS. POTENCIAL, CAPACITANCIA, PROPRIEDADE DOS DIELETRICOS. CORRENTE, RESISTENCIA E FEM. CIRCUITOS E INSTRUMENTOS DE CORRENTE CONTINUA. O CAMPO MAGNETICO. FORCAS MAGNETICAS SOBRE CONDUTORES DE CORRENTES. CAMPO MAGNETICO PRODUZIDO POR CORRENTES. FORCA ELETROMOTRIZ INDUZIDA. CORRENTES ALTERNADAS. EQUACOES DE MAXWELL.",,"SO4 - uma habilidade de reconhecer responsabilidades éticas e profissionais em situações de engenharia e tomar decisões informadas, que considerem o impacto das soluções de engenharia nos contextos global, econômico, ambiental e social.","A disciplina FISICA 3 foi associada ao SO4 porque, conforme sua ementa, contribui para desenvolver a habilidade de reconhecer responsabilidades éticas e profissionais e avaliar o impacto das soluções de engenharia em contextos globais, econômicos, ambientais e sociais."
MAT0027,CÃLCULO 3,Vetores no plano e no espaço funções de várias variáveis fórmula de Taylor e aplicações transformações diferenciáveis o teorema da função inversa e da função Implícita.,,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina CÁLCULO 3 foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
ENM0128,TRANSPORTE DE CALOR E MASSA,"FUNDAMENTOS DE FENÔMENOS DE TRANSPORTE.PROPRIEDADES DOS FLUI-DOS E DOS MEIOS CONTÍNUOS. GASES PERFEITOS,       PRIMEIRA E SEGUNDALEIS DA TEERMODINÂMICA E CICLOS OPERATIVOS.     ESTÁTICA DOS FLUIDOSMANOMETRIA, ANÁLISE DE ESCOAMENTOS. LEIS BÁSICAS PARA SISTEMAS    EVOLUMES DE CONTROLE . TRANSPORTE DE CALOR: FUNDAMENTOS DE  CON-DUÇÃO, CONVECÇÃO E RADIAÇÃO TÉRMICA.",PPC-EP-02,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina TRANSPORTE DE CALOR E MASSA foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
ENM0128,TRANSPORTE DE CALOR E MASSA,"FUNDAMENTOS DE FENÔMENOS DE TRANSPORTE.PROPRIEDADES DOS FLUI-DOS E DOS MEIOS CONTÍNUOS. GASES PERFEITOS,       PRIMEIRA E SEGUNDALEIS DA TEERMODINÂMICA E CICLOS OPERATIVOS.     ESTÁTICA DOS FLUIDOSMANOMETRIA, ANÁLISE DE ESCOAMENTOS. LEIS BÁSICAS PARA SISTEMAS    EVOLUMES DE CONTROLE . TRANSPORTE DE CALOR: FUNDAMENTOS DE  CON-DUÇÃO, CONVECÇÃO E RADIAÇÃO TÉRMICA.",PPC-EP-06,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina TRANSPORTE DE CALOR E MASSA foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
ENM0128,TRANSPORTE DE CALOR E MASSA,"FUNDAMENTOS DE FENÔMENOS DE TRANSPORTE.PROPRIEDADES DOS FLUI-DOS E DOS MEIOS CONTÍNUOS. GASES PERFEITOS,       PRIMEIRA E SEGUNDALEIS DA TEERMODINÂMICA E CICLOS OPERATIVOS.     ESTÁTICA DOS FLUIDOSMANOMETRIA, ANÁLISE DE ESCOAMENTOS. LEIS BÁSICAS PARA SISTEMAS    EVOLUMES DE CONTROLE . TRANSPORTE DE CALOR: FUNDAMENTOS DE  CON-DUÇÃO, CONVECÇÃO E RADIAÇÃO TÉRMICA.",PPC-EP-02,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina TRANSPORTE DE CALOR E MASSA foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
ENM0128,TRANSPORTE DE CALOR E MASSA,"FUNDAMENTOS DE FENÔMENOS DE TRANSPORTE.PROPRIEDADES DOS FLUI-DOS E DOS MEIOS CONTÍNUOS. GASES PERFEITOS,       PRIMEIRA E SEGUNDALEIS DA TEERMODINÂMICA E CICLOS OPERATIVOS.     ESTÁTICA DOS FLUIDOSMANOMETRIA, ANÁLISE DE ESCOAMENTOS. LEIS BÁSICAS PARA SISTEMAS    EVOLUMES DE CONTROLE . TRANSPORTE DE CALOR: FUNDAMENTOS DE  CON-DUÇÃO, CONVECÇÃO E RADIAÇÃO TÉRMICA.",PPC-EP-06,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina TRANSPORTE DE CALOR E MASSA foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
ENM0128,TRANSPORTE DE CALOR E MASSA,"FUNDAMENTOS DE FENÔMENOS DE TRANSPORTE.PROPRIEDADES DOS FLUI-DOS E DOS MEIOS CONTÍNUOS. GASES PERFEITOS,       PRIMEIRA E SEGUNDALEIS DA TEERMODINÂMICA E CICLOS OPERATIVOS.     ESTÁTICA DOS FLUIDOSMANOMETRIA, ANÁLISE DE ESCOAMENTOS. LEIS BÁSICAS PARA SISTEMAS    EVOLUMES DE CONTROLE . TRANSPORTE DE CALOR: FUNDAMENTOS DE  CON-DUÇÃO, CONVECÇÃO E RADIAÇÃO TÉRMICA.",PPC-EP-02,"SO6 - uma habilidade de desenvolver e conduzir experimentação apropriada, analisar e interpretar dados e usar o julgamento de engenharia para tirar conclusões.","A disciplina TRANSPORTE DE CALOR E MASSA foi associada ao SO6 porque, conforme sua ementa, contribui para desenvolver a habilidade de planejar e conduzir experimentos, analisar e interpretar dados e usar julgamento de engenharia para tirar conclusões fundamentadas."
ENM0128,TRANSPORTE DE CALOR E MASSA,"FUNDAMENTOS DE FENÔMENOS DE TRANSPORTE.PROPRIEDADES DOS FLUI-DOS E DOS MEIOS CONTÍNUOS. GASES PERFEITOS,       PRIMEIRA E SEGUNDALEIS DA TEERMODINÂMICA E CICLOS OPERATIVOS.     ESTÁTICA DOS FLUIDOSMANOMETRIA, ANÁLISE DE ESCOAMENTOS. LEIS BÁSICAS PARA SISTEMAS    EVOLUMES DE CONTROLE . TRANSPORTE DE CALOR: FUNDAMENTOS DE  CON-DUÇÃO, CONVECÇÃO E RADIAÇÃO TÉRMICA.",PPC-EP-06,"SO6 - uma habilidade de desenvolver e conduzir experimentação apropriada, analisar e interpretar dados e usar o julgamento de engenharia para tirar conclusões.","A disciplina TRANSPORTE DE CALOR E MASSA foi associada ao SO6 porque, conforme sua ementa, contribui para desenvolver a habilidade de planejar e conduzir experimentos, analisar e interpretar dados e usar julgamento de engenharia para tirar conclusões fundamentadas."
EPR0071,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 1,"Apresentação da visão geral dos PSPs e especificamente a do PSP1. Aulas teóricas sobre os seguintes tópicos: gestão do conhecimento, normas ABNT e modelos de relatórios aspectos comportamentais (trabalho em equipe, comunicação, desenvolvimento pessoal) gestão de projetos e acesso a base de dados. Apresentação de uma situação-problema. Desenvolvimento do projeto de solução da situação-problema. Apresentações das soluções para a situação-problema.",PPC-EP-01,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 1 foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
EPR0071,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 1,"Apresentação da visão geral dos PSPs e especificamente a do PSP1. Aulas teóricas sobre os seguintes tópicos: gestão do conhecimento, normas ABNT e modelos de relatórios aspectos comportamentais (trabalho em equipe, comunicação, desenvolvimento pessoal) gestão de projetos e acesso a base de dados. Apresentação de uma situação-problema. Desenvolvimento do projeto de solução da situação-problema. Apresentações das soluções para a situação-problema.",PPC-EP-02,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 1 foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
EPR0071,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 1,"Apresentação da visão geral dos PSPs e especificamente a do PSP1. Aulas teóricas sobre os seguintes tópicos: gestão do conhecimento, normas ABNT e modelos de relatórios aspectos comportamentais (trabalho em equipe, comunicação, desenvolvimento pessoal) gestão de projetos e acesso a base de dados. Apresentação de uma situação-problema. Desenvolvimento do projeto de solução da situação-problema. Apresentações das soluções para a situação-problema.",PPC-EP-06,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 1 foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
EPR0071,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 1,"Apresentação da visão geral dos PSPs e especificamente a do PSP1. Aulas teóricas sobre os seguintes tópicos: gestão do conhecimento, normas ABNT e modelos de relatórios aspectos comportamentais (trabalho em equipe, comunicação, desenvolvimento pessoal) gestão de projetos e acesso a base de dados. Apresentação de uma situação-problema. Desenvolvimento do projeto de solução da situação-problema. Apresentações das soluções para a situação-problema.",PPC-EP-01,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 1 foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
EPR0071,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 1,"Apresentação da visão geral dos PSPs e especificamente a do PSP1. Aulas teóricas sobre os seguintes tópicos: gestão do conhecimento, normas ABNT e modelos de relatórios aspectos comportamentais (trabalho em equipe, comunicação, desenvolvimento pessoal) gestão de projetos e acesso a base de dados. Apresentação de uma situação-problema. Desenvolvimento do projeto de solução da situação-problema. Apresentações das soluções para a situação-problema.",PPC-EP-02,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 1 foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
EPR0071,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 1,"Apresentação da visão geral dos PSPs e especificamente a do PSP1. Aulas teóricas sobre os seguintes tópicos: gestão do conhecimento, normas ABNT e modelos de relatórios aspectos comportamentais (trabalho em equipe, comunicação, desenvolvimento pessoal) gestão de projetos e acesso a base de dados. Apresentação de uma situação-problema. Desenvolvimento do projeto de solução da situação-problema. Apresentações das soluções para a situação-problema.",PPC-EP-06,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 1 foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
EPR0071,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 1,"Apresentação da visão geral dos PSPs e especificamente a do PSP1. Aulas teóricas sobre os seguintes tópicos: gestão do conhecimento, normas ABNT e modelos de relatórios aspectos comportamentais (trabalho em equipe, comunicação, desenvolvimento pessoal) gestão de projetos e acesso a base de dados. Apresentação de uma situação-problema. Desenvolvimento do projeto de solução da situação-problema. Apresentações das soluções para a situação-problema.",PPC-EP-01,SO3 - uma habilidade de se comunicar de forma eficaz com uma variedade de públicos.,"A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 1 foi associada ao SO3 porque, conforme sua ementa, contribui para desenvolver a habilidade de comunicar resultados, ideias e soluções de forma clara e adequada a diferentes públicos."
EPR0071,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 1,"Apresentação da visão geral dos PSPs e especificamente a do PSP1. Aulas teóricas sobre os seguintes tópicos: gestão do conhecimento, normas ABNT e modelos de relatórios aspectos comportamentais (trabalho em equipe, comunicação, desenvolvimento pessoal) gestão de projetos e acesso a base de dados. Apresentação de uma situação-problema. Desenvolvimento do projeto de solução da situação-problema. Apresentações das soluções para a situação-problema.",PPC-EP-02,SO3 - uma habilidade de se comunicar de forma eficaz com uma variedade de públicos.,"A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 1 foi associada ao SO3 porque, conforme sua ementa, contribui para desenvolver a habilidade de comunicar resultados, ideias e soluções de forma clara e adequada a diferentes públicos."
EPR0071,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 1,"Apresentação da visão geral dos PSPs e especificamente a do PSP1. Aulas teóricas sobre os seguintes tópicos: gestão do conhecimento, normas ABNT e modelos de relatórios aspectos comportamentais (trabalho em equipe, comunicação, desenvolvimento pessoal) gestão de projetos e acesso a base de dados. Apresentação de uma situação-problema. Desenvolvimento do projeto de solução da situação-problema. Apresentações das soluções para a situação-problema.",PPC-EP-06,SO3 - uma habilidade de se comunicar de forma eficaz com uma variedade de públicos.,"A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 1 foi associada ao SO3 porque, conforme sua ementa, contribui para desenvolver a habilidade de comunicar resultados, ideias e soluções de forma clara e adequada a diferentes públicos."
EPR0071,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 1,"Apresentação da visão geral dos PSPs e especificamente a do PSP1. Aulas teóricas sobre os seguintes tópicos: gestão do conhecimento, normas ABNT e modelos de relatórios aspectos comportamentais (trabalho em equipe, comunicação, desenvolvimento pessoal) gestão de projetos e acesso a base de dados. Apresentação de uma situação-problema. Desenvolvimento do projeto de solução da situação-problema. Apresentações das soluções para a situação-problema.",PPC-EP-01,"SO4 - uma habilidade de reconhecer responsabilidades éticas e profissionais em situações de engenharia e tomar decisões informadas, que considerem o impacto das soluções de engenharia nos contextos global, econômico, ambiental e social.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 1 foi associada ao SO4 porque, conforme sua ementa, contribui para desenvolver a habilidade de reconhecer responsabilidades éticas e profissionais e avaliar o impacto das soluções de engenharia em contextos globais, econômicos, ambientais e sociais."
